label,l0_x,l0_y,l0_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l3_x,l3_y,l3_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l6_x,l6_y,l6_z,l7_x,l7_y,l7_z,l8_x,l8_y,l8_z,l9_x,l9_y,l9_z,l10_x,l10_y,l10_z,l11_x,l11_y,l11_z,l12_x,l12_y,l12_z,l13_x,l13_y,l13_z,l14_x,l14_y,l14_z,l15_x,l15_y,l15_z,l16_x,l16_y,l16_z,l17_x,l17_y,l17_z,l18_x,l18_y,l18_z,l19_x,l19_y,l19_z,l20_x,l20_y,l20_z
K,-0.011572388776035348,1.0,4.952984227202251e-07,0.1786816177405395,0.671500227896914,-0.03517291322350502,0.18584973904276633,0.25542697222433497,-0.03374280780553818,0.16602798163278562,-0.09421230665542264,-0.030125442892313004,0.21895602672139894,-0.39288073357823694,-0.02323685586452484,0.26120439494063297,-0.05912695218273058,0.02033163420855999,0.3553031139989774,-0.46722786860035764,0.016928963363170624,0.42235532709730395,-0.7277920425392769,0.010334106162190437,0.46297216437668665,-0.9661415692298638,0.004197906237095594,0.05654663725750908,-0.0230307458197155,0.031431809067726135,-0.06047101656458032,-0.4575561567420013,0.01858465000987053,-0.1718290545525809,-0.7511588877298192,-0.00027044006856158376,-0.28298501098957224,-1.0,-0.011340304277837276,-0.13311578107017727,0.10085546006030247,0.03549715876579285,-0.35230409054141754,-0.11894531195784268,0.002731626620516181,-0.2904384892072352,0.1614619378843505,-0.018705273047089577,-0.20101473807399628,0.3597061601007743,-0.0223673228174448,-0.2960923312827238,0.24913890497337132,0.03728591650724411,-0.46297216437668665,0.1452065867482247,0.006481805816292763,-0.4190429662018606,0.3273819946448389,-0.009682088159024715,-0.31794090002903536,0.45526763869373155,-0.014895258471369743
K,0.0071196762879295475,0.9999998879920036,5.422507456387393e-07,0.22534194361203835,0.6882386227317541,-0.03238556906580925,0.23072079161875525,0.2716571381464066,-0.03198074549436569,0.2039441599814694,-0.07542920904209194,-0.03042163886129856,0.2377257717182945,-0.373315931771001,-0.026102308183908463,0.26401897684279474,-0.052564792705680846,0.016968881711363792,0.35695738790183706,-0.46549560066192247,0.009803748689591885,0.4295226644820627,-0.7263009560778563,0.0006060796440578997,0.4646609170721916,-0.9698897863716286,-0.007338742725551128,0.045747426000237006,-0.011348986226824705,0.024865955114364624,-0.07132534805924864,-0.4534463404411368,0.006758236326277256,-0.19044898853418943,-0.742105172372466,-0.015008421614766121,-0.31909487682144605,-1.0,-0.02767263911664486,-0.1497076479284009,0.11847477815136179,0.0265024546533823,-0.35984652216291024,-0.09436393683017819,-0.01077350415289402,-0.272228042904439,0.2028938609985244,-0.03076799400150776,-0.17258931349626913,0.40938373872387496,-0.032521143555641174,-0.31543535156061864,0.2773074935365786,0.02614487335085869,-0.4646609170721916,0.18669840077222793,-0.008027651347219944,-0.3949908231848488,0.37972200511338905,-0.022826461121439934,-0.2820157496684003,0.5053519660875629,-0.02628764510154724
K,0.19393054696155337,1.0,4.6184848656594113e-07,0.42611146587739057,0.7562101892250693,-0.029995666816830635,0.4315410408820627,0.35950672005110396,-0.03999607637524605,0.3539909665572431,-0.008774577103553085,-0.04937304928898811,0.34553226718545454,-0.3082407547430637,-0.056376177817583084,0.3349535549672379,-0.05336880849378711,-0.017353802919387817,0.390249767934426,-0.5005476681509619,-0.0393601693212986,0.4263813377234835,-0.7672334415682328,-0.05086304619908333,0.4224122844959945,-1.0,-0.05731108412146568,0.09762680069567943,-0.014966220893848133,-0.016075346618890762,-0.10552946721002039,-0.44136505846379526,-0.047519370913505554,-0.270031545949644,-0.72526506764296,-0.06354986876249313,-0.4315410408820627,-0.9637278811295964,-0.06894859671592712,-0.08124144130936713,0.1373577256979412,-0.0186142697930336,-0.25782479770067424,0.003985782640460482,-0.06200436130166054,-0.08039990781212958,0.2691720723582331,-0.06689035147428513,0.06021146858491399,0.4501946665310704,-0.056418538093566895,-0.20822825170810608,0.3393174003284688,-0.023082982748746872,-0.2983603854544798,0.279821224210014,-0.058198440819978714,-0.15746460903692072,0.4597236080853253,-0.06016784906387329,-0.023814869674571096,0.5919826049324913,-0.05184841901063919
K,0.1110575174094761,0.9999998902268287,4.637681456642895e-07,0.3721558594613606,0.7686619331011557,-0.031061623245477676,0.4341783598878294,0.3549409014177644,-0.041055336594581604,0.3901760037164805,-0.016937890559221857,-0.050343941897153854,0.38744374948269394,-0.31101044667362043,-0.057410407811403275,0.28795017703119336,-0.05052870052495726,-0.020568765699863434,0.3472252745262355,-0.4965882498358342,-0.04271603748202324,0.37726492240024745,-0.7642362081536438,-0.05414220318198204,0.3708961025474621,-1.0,-0.06058044731616974,0.04922755912547666,-0.007232405391443444,-0.019633732736110687,-0.1476425003957323,-0.4386672044088418,-0.05149232968688011,-0.29549774119745403,-0.7310702203608596,-0.06802019476890564,-0.4341783598878294,-0.978143942046791,-0.07402487844228745,-0.13670228659711292,0.1468179941060589,-0.022380273789167404,-0.24851350660077057,0.004869647652270208,-0.0669860988855362,-0.0717049332282731,0.27131306496134777,-0.07232511788606644,0.058503172554423895,0.45514163263881313,-0.06205320730805397,-0.27923352859053224,0.34803726667438006,-0.027129987254738808,-0.3132331338462082,0.28717814231740385,-0.06365737318992615,-0.15650931853473893,0.46508664286637946,-0.06648752093315125,-0.024449558898465746,0.5926803908012717,-0.05869761481881142
K,0.07896346643081938,1.0,4.665850781293557e-07,0.36661770176716124,0.7153575156932594,-0.02245476469397545,0.41581764735767085,0.27708601124353543,-0.027177920565009117,0.38120075627006555,-0.08491846497498311,-0.03317173197865486,0.3452843742608148,-0.37038758021439305,-0.036852482706308365,0.23526073672416628,-0.0858335932715782,-0.006294310558587313,0.2906622716617784,-0.5060851770739384,-0.024547772482037544,0.3091905604996933,-0.7607947937328571,-0.03454166650772095,0.2974014005527261,-0.9840959311424955,-0.04049573838710785,-0.002416961339216405,-0.04126697633460307,-0.008729161694645882,-0.16762930311603588,-0.46519469693203674,-0.03794704005122185,-0.2940835141975447,-0.7600319683070181,-0.055092304944992065,-0.41581764735767085,-1.0,-0.061932504177093506,-0.1891286997497491,0.11489569056077284,-0.01452204491943121,-0.2641493354776645,-0.04219237469565374,-0.05607573315501213,-0.06007528831293979,0.2157195354653186,-0.061383120715618134,0.07853714949990795,0.4007760454024254,-0.051783300936222076,-0.3300925452989053,0.3260847072731176,-0.021836739033460617,-0.3210109676640465,0.25277130587693514,-0.05598503351211548,-0.14308953037945157,0.4228774426228434,-0.05885082483291626,-0.009648179275993233,0.5534752969441642,-0.051679544150829315
K,-0.0949753528353627,1.0,5.42807924830413e-07,0.20135583839196478,0.7568807589567482,-0.02354295179247856,0.2937407055524149,0.3761435610536219,-0.03125360980629921,0.280140964395225,0.032045377737152124,-0.040652260184288025,0.2098046487798329,-0.24910976488616215,-0.04780177026987076,0.18928610926643885,0.006781455291231597,-0.0076959687285125256,0.3137197491611528,-0.3927653640337092,-0.029210729524493217,0.3780689359307462,-0.6294023210463587,-0.04172096401453018,0.4105224334722024,-0.845012929280667,-0.0496213361620903,-0.04354320416741039,0.009796006969003162,-0.01132743526250124,-0.1287901413399025,-0.43903701421320684,-0.045762017369270325,-0.20878368055752025,-0.7443693715706028,-0.06602306663990021,-0.2940783534469766,-1.0,-0.07498185336589813,-0.2436078119912327,0.13271239179089697,-0.01829991489648819,-0.31999349806613764,-0.09708364604171628,-0.06514213234186172,-0.15730708829101503,0.17160835930591856,-0.0709104984998703,-0.03890234599444352,0.374113352780837,-0.06078415364027023,-0.4105224334722024,0.32059297225310013,-0.026642676442861557,-0.4007255005948961,0.21316086062147993,-0.06561890244483948,-0.2512650736585775,0.3924934556286737,-0.06907876580953598,-0.14368491957714796,0.5361370179682794,-0.06167350336909294
K,-0.17501514034234433,1.0000001045964928,5.461381533677923e-07,0.10144834763690373,0.7621945390171068,-0.025567373260855675,0.1831128962245896,0.36668570322837074,-0.02988169528543949,0.16268331842833308,0.003860133569721407,-0.03488798066973686,0.06313737180392341,-0.2804954735867706,-0.038058456033468246,0.18948575134275747,0.04297336450308821,0.00019725105084944516,0.3567740349666076,-0.3530700639607554,-0.016781035810709,0.45040504991867625,-0.5912876351255942,-0.027984516695141792,0.5092052235488544,-0.8161254321142613,-0.03543262556195259,-0.04532824994377938,0.015301107153877131,0.00044406962115317583,-0.08776398847346649,-0.44072192499385493,-0.026705846190452576,-0.15349713144118277,-0.7423126284575678,-0.0451568104326725,-0.22700032947895257,-1.0,-0.05377291887998581,-0.26815727128669375,0.10848507669537841,-0.003430137410759926,-0.3919088336968061,-0.12631020181893302,-0.04607205092906952,-0.2915909649549451,0.16409610325765778,-0.054755449295043945,-0.20986731934878222,0.38639523876764414,-0.04733273759484291,-0.46295317737996244,0.2657042743356815,-0.00873733963817358,-0.5092052235488544,0.13547180863025662,-0.045418012887239456,-0.41784646280810206,0.3374574684510828,-0.0498720183968544,-0.33522945855625463,0.5059216258478854,-0.04390346258878708
K,-0.2030755764541386,1.0000000506307734,5.361349053600861e-07,0.06973184018457144,0.7786149688666312,-0.027242718264460564,0.15636534639499275,0.38927161253038733,-0.031793832778930664,0.12286184978315345,0.025647068878205347,-0.03621362894773483,0.005991949504512062,-0.24045592201321728,-0.038806818425655365,0.2099476913228069,0.03930097331586099,-0.00425694091245532,0.3782976455576509,-0.3525837440586053,-0.021803630515933037,0.4776269194505913,-0.5901576105596351,-0.03276016190648079,0.5326409001260403,-0.8052282247929379,-0.0397675484418869,-0.03981026826512744,0.009042200445814086,-0.0031878792215138674,-0.08621185312984758,-0.4460751885211531,-0.02934349700808525,-0.13503682933085256,-0.744143816914263,-0.045068640261888504,-0.19844174681433704,-1.0,-0.05145600438117981,-0.2706885187734351,0.10566617085638004,-0.006460351403802633,-0.4090085512338365,-0.12026433921727052,-0.04830725118517876,-0.3026477767976785,0.16883251613577432,-0.05628424510359764,-0.21426366096743055,0.37806762995425913,-0.048310138285160065,-0.47710906790062635,0.27119194055299134,-0.01137909572571516,-0.5326409001260403,0.14130658988881178,-0.04770229011774063,-0.4558542692425039,0.3332782301749891,-0.052105508744716644,-0.37277727107624925,0.4890190966113127,-0.046088021248579025
K,-0.2170569492962327,1.0,5.337063839760958e-07,0.04490487977885411,0.7643569889160237,-0.025904668495059013,0.10073938484107531,0.40403558028394354,-0.030168917030096054,0.057714909677448585,0.04818924466152264,-0.034335143864154816,-0.05789473419248372,-0.21531911551711377,-0.036088939756155014,0.19309236244204914,0.04153432800656068,-0.0014840333024039865,0.372275208029074,-0.35857541931784487,-0.017432378605008125,0.47845040805364125,-0.5927410703183327,-0.02810148522257805,0.5360043214267555,-0.8081005607685534,-0.03527457267045975,-0.052964763557444415,0.008180203092961521,-0.00021497166017070413,-0.0831205091067625,-0.45051538451082646,-0.026181800290942192,-0.12339858264854527,-0.7455358262085673,-0.04401445761322975,-0.17755566530287997,-1.0,-0.05244220793247223,-0.27780672489316,0.10246725074394086,-0.0028565286193042994,-0.41185845011606537,-0.126198045591455,-0.04252079129219055,-0.3106602409104799,0.16822120227690457,-0.052597735077142715,-0.22090525432935576,0.37965757827929286,-0.04713323712348938,-0.48171121250152915,0.26937964066309533,-0.007007165811955929,-0.5360043214267555,0.14335064622547236,-0.041439518332481384,-0.457161440831341,0.33798762674431543,-0.04719386622309685,-0.36427321848124805,0.48980845064466483,-0.043001431971788406
K,-0.1578933131839289,0.9999999009175629,5.364941557672864e-07,0.020292776711981028,0.7798276282656829,-0.04426267743110657,0.018817141975026073,0.4384923973055126,-0.055027320981025696,-0.08629951471403917,0.0770293618912697,-0.0621882900595665,-0.21220416213612223,-0.21079501171451656,-0.06705880165100098,0.22960690232037195,0.03281600411231747,-0.009357115253806114,0.3646717210599522,-0.37206614426442486,-0.025489142164587975,0.44667036442322233,-0.6174102110000133,-0.03827763348817825,0.4917053137712896,-0.8399728474489145,-0.0467296727001667,0.005838036281214188,-0.008033504924298045,0.0009247646084986627,-0.010335189940041255,-0.4592971329704142,-0.020398970693349838,-0.03961949966143531,-0.7473325521673986,-0.03688270226120949,-0.0643743548494809,-1.0,-0.044446684420108795,-0.20188581621040194,0.08542858009120737,0.005047090817242861,-0.33478786351116846,-0.16272516731555756,-0.03435917943716049,-0.32885094295764644,0.10831127262869471,-0.0480448417365551,-0.2991995328064922,0.30902553810185396,-0.044456325471401215,-0.39354632490359776,0.26309864865427224,0.0062807886861264706,-0.4917053137712896,0.08691303316507154,-0.03009652905166149,-0.47823416469443075,0.2944911353915926,-0.03764326870441437,-0.4385585843735503,0.48538375519662613,-0.033932726830244064
K,-0.17697605995071167,0.9999998994115576,5.488929559760436e-07,0.002337021576220892,0.7923348589247096,-0.04719098284840584,0.013618417743801237,0.43493849016747976,-0.05864039435982704,-0.09002660564301161,0.07901111502288387,-0.06568393856287003,-0.21514032087713122,-0.21543388824624052,-0.06988632678985596,0.2378437358547503,0.01698848262334658,-0.008850570768117905,0.3604655736055927,-0.3845831112005231,-0.024484841153025627,0.4399740984760851,-0.6311778906603631,-0.036509912461042404,0.49272851179399485,-0.8466021224161344,-0.04450196772813797,0.020786148971483176,-0.015020972690237892,0.002834965707734227,-0.0011531961977568777,-0.4655920132776744,-0.01919546350836754,-0.04036086103706684,-0.7517545642005734,-0.03706163167953491,-0.06756399939646934,-1.0,-0.04515048861503601,-0.18562395010813257,0.07835588190916863,0.0077927145175635815,-0.3374701503797214,-0.16392385454911232,-0.035058099776506424,-0.3483036262133481,0.10998953880199165,-0.0522778294980526,-0.32278413720263543,0.31489604184479203,-0.04997008293867111,-0.3719981391138158,0.24295538902580094,0.0099712535738945,-0.49272851179399485,0.0798512296937082,-0.030239863321185112,-0.4909258663179601,0.29380727254438466,-0.041446492075920105,-0.4551708997636172,0.48548378011366494,-0.039667919278144836
K,-0.15911568623397113,0.9999999006022707,5.472496695801965e-07,0.06795713413286217,0.7357112782229912,-0.034407079219818115,0.07593807600984118,0.3936089446823805,-0.04175515100359917,-0.010523436394200262,0.05194873224160169,-0.04752805829048157,-0.14282897070073014,-0.21140833461887729,-0.050846535712480545,0.22655674735641798,0.006294758797494223,-0.0007433448336087167,0.36688626275670455,-0.38582809043443966,-0.014193414710462093,0.45131111568782434,-0.6309236076763673,-0.02486405335366726,0.49784078312687763,-0.8443698939386469,-0.03214998170733452,-0.008779602631733798,-0.01895981866673452,0.00430719880387187,-0.04081071968727089,-0.4679398588075135,-0.015313507057726383,-0.08664798254416838,-0.7583070658267426,-0.030501754954457283,-0.12888336988519164,-1.0,-0.03741399943828583,-0.2253637758096144,0.08907020580896234,0.003994440659880638,-0.3438528269509389,-0.15366222981709227,-0.03194516524672508,-0.3012278005111429,0.10530702368210539,-0.04311126470565796,-0.25625082500115304,0.2966901947718385,-0.03892400860786438,-0.430188004841067,0.28193062595123625,0.0013111848384141922,-0.49784078312687763,0.12062341858212718,-0.03187296539545059,-0.4537057063838788,0.31024963540912903,-0.037788838148117065,-0.4003329028749004,0.4735428094092276,-0.0337020605802536
K,-0.15134138033115296,1.0000001013816289,5.227032602306281e-07,0.1246741594449153,0.7389695774008184,-0.024835068732500076,0.17852666134075176,0.36624306042750604,-0.02937113493680954,0.11166284119987185,0.015484320317283945,-0.03434779867529869,-0.01055534828644771,-0.2405936097131711,-0.03731464967131615,0.20669970356011727,0.0061825558714156525,-0.001377330394461751,0.36549293775573516,-0.3900553746456712,-0.017716113477945328,0.45749210237111354,-0.6248971990283585,-0.02794520929455757,0.5073493570377099,-0.8359862202090084,-0.03447585925459862,-0.042366267493400056,-0.012959512232707335,-0.0010291525395587087,-0.10571883630111155,-0.465069263928822,-0.02595728076994419,-0.167266913497139,-0.7558622913059171,-0.04154974967241287,-0.23443335780009977,-1.0,-0.04814319312572479,-0.26328504864290553,0.10013149197260263,-0.0047696433030068874,-0.38245905196011243,-0.11728100554354746,-0.04348297789692879,-0.2573641587555202,0.16084834119378896,-0.05144729092717171,-0.151410725365278,0.3640826179169725,-0.044471073895692825,-0.4606825822306391,0.28584621217958334,-0.010025648400187492,-0.5073493570377099,0.16548229268470718,-0.04239204525947571,-0.40985652471886874,0.3383910938266699,-0.04614470526576042,-0.30303333833482704,0.4802152737506742,-0.040574487298727036
K,-0.10350583273220852,0.9999998959091245,5.278308776723861e-07,0.1700355158067199,0.7469745466582145,-0.026723990216851234,0.22400663475240423,0.33854922301365986,-0.03216058015823364,0.15658135378510854,-0.02118301361820924,-0.03810214623808861,0.1006411477476296,-0.3136639051357397,-0.041833341121673584,0.21112060072926067,0.01629927792159667,-0.0040809391066432,0.355697205888629,-0.3899707400548975,-0.022833330556750298,0.4402858231350298,-0.6281498159152867,-0.03372029960155487,0.4872614107019993,-0.8468363139755533,-0.040312666445970535,-0.03408023741046884,0.006452905644744087,-0.004055102355778217,-0.11688213477894742,-0.45665270808026237,-0.031542643904685974,-0.20416909979088144,-0.75158400289789,-0.04739374294877052,-0.2986650865671766,-1.0,-0.05355637148022652,-0.24981398960548518,0.1182731531936642,-0.008445795625448227,-0.3783379081273115,-0.10426002317062888,-0.05135944113135338,-0.2465963324620927,0.1844010454887535,-0.05723259598016739,-0.143897256060431,0.3959515935792584,-0.04737887158989906,-0.43736669862256544,0.29314436675795436,-0.014517250470817089,-0.4872614107019993,0.15697497343080402,-0.05036408081650734,-0.3741790612876666,0.34272326712112744,-0.052718937397003174,-0.2720158447130683,0.4934787066500538,-0.04504365473985672
K,-0.1132734142214011,0.9999999474356868,5.246078558229783e-07,0.17357382768177607,0.7516215827808561,-0.026361357420682907,0.2410527391421315,0.33950117728292334,-0.031081872060894966,0.20887034349832537,-0.023968643494845596,-0.03677535802125931,0.19654127870261182,-0.31071811577542297,-0.04044011980295181,0.202826078249129,0.019745941956172505,-0.001225711777806282,0.33960725206701275,-0.37599836714217394,-0.020012561231851578,0.43044973921267277,-0.6189060483337271,-0.03181825950741768,0.4822117107612921,-0.8421287096081362,-0.03959057480096817,-0.03128969591229413,0.009672937484105866,-0.001786313485354185,-0.11792935082968038,-0.4438529031848402,-0.030739443376660347,-0.20921810899462656,-0.7438570978170356,-0.04899009317159653,-0.3123420376682176,-1.0,-0.057221945375204086,-0.23779690558093186,0.11926995107418853,-0.006945387460291386,-0.3754898599760286,-0.1124926239127466,-0.05124327540397644,-0.24255418618511027,0.1722141991558802,-0.0591370053589344,-0.13547594935617652,0.3783365329230794,-0.05092019587755203,-0.4196486138738038,0.28938699182530314,-0.013843776658177376,-0.4822117107612921,0.1555536246931164,-0.05145866796374321,-0.3633517087659508,0.34269077980945856,-0.056279268115758896,-0.25068409825447585,0.49352702021213485,-0.050651151686906815
L,-0.777986743183549,1.0,5.837274841269391e-08,-0.2237338935325323,0.825796378602802,-0.032754212617874146,0.13854674723973134,0.5645717565307933,-0.0394083708524704,0.5016129074411605,0.29003156608885233,-0.042737871408462524,0.8356138033556545,0.20126661610377555,-0.042778849601745605,-0.025266984087325004,-0.08270336187470892,-0.0033986715134233236,0.1922202841522971,-0.5166573712488808,-0.016818542033433914,0.2931278549433938,-0.763250779220847,-0.027217580005526543,0.3814353344703886,-1.0,-0.037031520158052444,-0.3025507427883849,-0.1124518001661153,-7.771427590341773e-06,-0.32072850288715504,-0.491460429484891,-0.039720725268125534,-0.3757397436346425,-0.12214931664304916,-0.05281809717416763,-0.3870870181780737,0.17484916072047416,-0.051595672965049744,-0.5854192790972277,-0.04075292361361937,-0.0012769779423251748,-0.5914887077661778,-0.2775764728881325,-0.041116755455732346,-0.6026381911517729,0.11477208280257108,-0.03623686730861664,-0.5854928758071202,0.31851851077475696,-0.02134781889617443,-0.8356138033556545,0.09702482164035985,-0.005590964574366808,-0.8351688777913042,-0.10491116908478205,-0.029104571789503098,-0.7752318845200715,0.15591494352968358,-0.022488070651888847,-0.7217599022334615,0.2844733418394682,-0.011736086569726467
L,-0.7127794681182479,1.000000102950966,1.0629554481056402e-07,-0.19508127052198818,0.826461836797599,-0.030901338905096054,0.15353314331330387,0.5474991048413516,-0.04118071869015694,0.5058056108688217,0.25695644824109304,-0.049437396228313446,0.8442462043523139,0.19056995919641417,-0.05547024682164192,-0.0221421789901375,-0.09788093967876416,-0.008291427977383137,0.18695555668572839,-0.527172980889624,-0.023289402946829796,0.2887899164058747,-0.7737628845707594,-0.033905304968357086,0.3703571430777521,-1.0,-0.044143904000520706,-0.30752246235649405,-0.12755882051960998,-0.006247806828469038,-0.3446021058414172,-0.48891001900268927,-0.048140835016965866,-0.3779718083193028,-0.11729944791515029,-0.06078951433300972,-0.3745721615234766,0.1688423637459409,-0.059127338230609894,-0.5886823738268995,-0.04771241924268858,-0.007975376211106777,-0.6180728155709629,-0.2813411051703828,-0.04894324019551277,-0.5946842092367195,0.09664799891119058,-0.04298447072505951,-0.5644569820418512,0.30624978251608453,-0.027629399672150612,-0.8353388867829696,0.10159396921477858,-0.012446201406419277,-0.8442462043523139,-0.08303808712163718,-0.038367774337530136,-0.768743819081385,0.1676489561492715,-0.032680291682481766,-0.7011863657506021,0.291257651058408,-0.02223745360970497
L,-0.708470021698369,1.0000001026510033,3.956636973612149e-08,-0.19437778402352104,0.8195433344289617,-0.027951696887612343,0.14851413699351226,0.5397413358960499,-0.03600119426846504,0.5067008521880986,0.2480406489760665,-0.04242941737174988,0.83801620366616,0.17582915834594742,-0.04665772244334221,-0.010069139556707801,-0.0867677108395148,-0.004744025878608227,0.1928749733364019,-0.5179493491207839,-0.01832253485918045,0.28535120911590184,-0.767685176764001,-0.027908626943826675,0.3581773739532934,-1.0,-0.03746984153985977,-0.284683772292975,-0.1201837945682427,-0.0037099074106663465,-0.33139983325371036,-0.4820120541020059,-0.04241472855210304,-0.37888782975864904,-0.12110611383216109,-0.05320011451840401,-0.37991618750889217,0.15667365993734594,-0.05100670084357262,-0.5617786585690081,-0.044058939742423996,-0.006407022010535002,-0.6010699724669479,-0.286996396744485,-0.04411766305565834,-0.5915053625910591,0.08050394662312074,-0.03660307824611664,-0.5602249329842925,0.29168251769241366,-0.02124689146876335,-0.8032006788105541,0.11100279149138152,-0.01179721113294363,-0.83801620366616,-0.07168930497674647,-0.035149578005075455,-0.7689702646732937,0.17050752503709293,-0.028256863355636597,-0.6957706554861931,0.297829465067145,-0.01761803589761257
L,-0.6841840837468008,1.0,1.767689283838081e-08,-0.17751229748228742,0.8067611792425409,-0.028213681653141975,0.16657391533175428,0.5319058040889064,-0.03507821261882782,0.49667750236722785,0.2447474643198717,-0.0396711491048336,0.8106812506245199,0.14909780535170375,-0.041811440140008926,-0.035441388431625954,-0.080002474288399,-0.005764615256339312,0.13875430750646553,-0.5184781347175557,-0.019381597638130188,0.2206342205257118,-0.7648257147248916,-0.029616817831993103,0.2851870808217203,-1.0,-0.03959823027253151,-0.30454280177577775,-0.0962140284290772,-0.004743370693176985,-0.3368701244778083,-0.4390793371472406,-0.04265563562512398,-0.358856742218663,-0.07986572640949101,-0.05422607809305191,-0.35620308859876454,0.19474387494665074,-0.0531357116997242,-0.5685582698021169,-0.009981353878478098,-0.007560977712273598,-0.5840291924655022,-0.24739915257691136,-0.04454980418086052,-0.5520012255589026,0.12197972862683407,-0.03797095641493797,-0.5189583038959905,0.32108712288048546,-0.023657210171222687,-0.8022463269954174,0.1503138477605104,-0.01316720712929964,-0.8106812506245199,-0.039278293932635225,-0.03609180822968483,-0.7264637970851807,0.2042632651131749,-0.02933938056230545,-0.6629906450796728,0.32767543294357776,-0.019112810492515564
L,-0.7152510493365573,1.0000001091637511,1.0824214058402504e-07,-0.23972632647603037,0.8840406962464045,-0.033771075308322906,0.15264618390817145,0.5928118944823182,-0.04681307449936867,0.5177598506639886,0.3326637592720961,-0.05778222903609276,0.8616579790514761,0.2713156961099497,-0.06841246783733368,-0.0351036782725928,-0.05133523642139391,-0.02013496123254299,0.16908973806157926,-0.4871802457276037,-0.03915199264883995,0.29024447222055444,-0.7561943333096812,-0.0524856373667717,0.37146797954271304,-1.0,-0.06398084759712219,-0.3246937138053938,-0.07084170710273946,-0.017478827387094498,-0.35757339897713564,-0.41315565113448427,-0.05778875574469566,-0.3828236295855598,-0.0270076578371386,-0.06814049929380417,-0.39097838011909763,0.25548302230761255,-0.064926877617836,-0.602557379196664,0.008824906801447511,-0.018846193328499794,-0.6323988188482133,-0.2170346758655321,-0.05905916169285774,-0.5974496072834055,0.16213600711747658,-0.0533001646399498,-0.5765052316727708,0.36389245187243124,-0.03830264136195183,-0.8580086348527108,0.14168417835173652,-0.02319212257862091,-0.8616579790514761,-0.012112482329117793,-0.04996250197291374,-0.7896304261207023,0.23675095927646267,-0.04499825835227966,-0.726050619231378,0.35829584468181497,-0.03475315123796463
L,-0.8747844287447231,1.0000000610683444,1.9982843468824285e-07,-0.36101962394602144,0.9723891084363719,-0.03608861565589905,0.11093974655171487,0.8151019694785301,-0.053961560130119324,0.5657413550430483,0.6772553272359442,-0.07033154368400574,0.9386923288877207,0.7858719729032428,-0.08603855222463608,0.024031920179277116,-0.014077780063090928,-0.019635947421193123,0.30484981584230103,-0.4524004622629388,-0.04079730808734894,0.46295014087245656,-0.7492038519957379,-0.05567368119955063,0.5747748288010037,-1.0,-0.06749796867370605,-0.29079542495506594,-0.09756956539369296,-0.015984060242772102,-0.30609841920926756,-0.49023608777621824,-0.058219242841005325,-0.4155629377684259,-0.11801231577512583,-0.07023851573467255,-0.453937796761619,0.17937171177500272,-0.06774362921714783,-0.6084719747597205,-0.07760314809757451,-0.016659047454595566,-0.6560100166741007,-0.33087873194758677,-0.05706612020730972,-0.6810873658389545,0.01967786936943759,-0.05376074090600014,-0.6644280436584922,0.25408541116339106,-0.03983541578054428,-0.8964329125154442,0.012752719129097013,-0.02061784453690052,-0.9386923288877207,-0.1809622978698873,-0.045258406549692154,-0.9040285931758812,0.06445391220912537,-0.04052674397826195,-0.8306029473048585,0.2325527129734079,-0.030187051743268967
L,-0.8773281583805449,1.0,2.0948230883277574e-07,-0.36981353859686,0.9736336624675797,-0.03643357381224632,0.10241651784349028,0.8107991015756406,-0.05479118973016739,0.5615682572907176,0.6683154931601208,-0.07182146608829498,0.944429652469769,0.7768601359869246,-0.08806388825178146,0.031602494307179776,-0.019803029148307495,-0.01815129444003105,0.3151243585717053,-0.459633766348503,-0.039603643119335175,0.46787300411494664,-0.7524611041182961,-0.05394279211759567,0.5724505121475147,-1.0,-0.06525567173957825,-0.28584935518586674,-0.10184881345170581,-0.01456123311072588,-0.31357148439528926,-0.4933654555154217,-0.05870484933257103,-0.42562332194688385,-0.1121608154361227,-0.07100939005613327,-0.460005723159281,0.17822653419745432,-0.06771810352802277,-0.6056564861743714,-0.08056196181550845,-0.015431193634867668,-0.6718417408112711,-0.32132153524354495,-0.05843315273523331,-0.694873937586982,0.04165527940813116,-0.05574631318449974,-0.6653693282350777,0.2721709316905261,-0.041118279099464417,-0.8895892625959261,0.016660873929820186,-0.019443025812506676,-0.944429652469769,-0.16004191158374234,-0.04608185961842537,-0.9100822018484008,0.10126509003903301,-0.04188096523284912,-0.8261794246841462,0.27017656358993053,-0.031154004856944084
